debugTJYLK0:debugAD61YE,0,1530569126051,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct1.html"", ""instruct2.html"", ""instruct3.html""], ""action"": ""Begin""}"
debugTJYLK0:debugAD61YE,1,1530569132177,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 6124, ""action"": ""NextPage"", ""template"": ""instruct1.html""}"
debugTJYLK0:debugAD61YE,2,1530569143718,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 11538, ""action"": ""NextPage"", ""template"": ""instruct2.html""}"
debugTJYLK0:debugAD61YE,3,1530569151621,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 7900, ""action"": ""FinishInstructions"", ""template"": ""instruct3.html""}"
debugTJYLK0:debugAD61YE,4,1530569180884,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""sometimes"", ""question"": ""healthyPoisonous""}"
debugTJYLK0:debugAD61YE,5,1530569180885,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""red"", ""question"": ""poison""}"
debugTJYLK0:debugAD61YE,6,1530569180885,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""green"", ""question"": ""health""}"
debugTJYLK0:debugAD61YE,7,1530569180885,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""equal"", ""question"": ""typeProp""}"
debugTJYLK0:debugAD61YE,8,1530569180885,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""noInfo"", ""question"": ""avoidInfo""}"
debugTJYLK0:debugAD61YE,9,1530569180885,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""unequal"", ""question"": ""frequency""}"
debugTJYLK0:debugAD61YE,10,1530569180885,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""auto"", ""question"": ""SL_lng_from""}"
debugTJYLK0:debugAD61YE,11,1530569180885,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""en"", ""question"": ""SL_lng_to""}"
debugWEA6M0:debugLLGMUT,0,1530746715433,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct1.html"", ""instruct2-fullinfo.html"", ""instruct3.html""], ""action"": ""Begin""}"
debugWEA6M0:debugLLGMUT,1,1530746720329,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 4893, ""action"": ""NextPage"", ""template"": ""instruct1.html""}"
debugWEA6M0:debugLLGMUT,2,1530746729848,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 9516, ""action"": ""NextPage"", ""template"": ""instruct2-fullinfo.html""}"
debugWEA6M0:debugLLGMUT,3,1530746735439,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 5589, ""action"": ""FinishInstructions"", ""template"": ""instruct3.html""}"
debugWEA6M0:debugLLGMUT,4,1530746768136,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""sometimes"", ""question"": ""healthyPoisonous""}"
debugWEA6M0:debugLLGMUT,5,1530746768136,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""red"", ""question"": ""poison""}"
debugWEA6M0:debugLLGMUT,6,1530746768136,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""green"", ""question"": ""health""}"
debugWEA6M0:debugLLGMUT,7,1530746768136,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""equal"", ""question"": ""typeProp""}"
debugWEA6M0:debugLLGMUT,8,1530746768136,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""noInfo"", ""question"": ""avoidInfo""}"
debugWEA6M0:debugLLGMUT,9,1530746768136,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""unequal"", ""question"": ""frequency""}"
debugWEA6M0:debugLLGMUT,10,1530746768136,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""auto"", ""question"": ""SL_lng_from""}"
debugWEA6M0:debugLLGMUT,11,1530746768136,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""en"", ""question"": ""SL_lng_to""}"
debugWEA6M0:debugLLGMUT,12,1530746770016,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct1.html"", ""instruct2-fullinfo.html"", ""instruct3.html""], ""action"": ""Begin""}"
debugWEA6M0:debugLLGMUT,13,1530746776214,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 6195, ""action"": ""NextPage"", ""template"": ""instruct1.html""}"
debugWEA6M0:debugLLGMUT,14,1530746795767,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 19551, ""action"": ""NextPage"", ""template"": ""instruct2-fullinfo.html""}"
debugWEA6M0:debugLLGMUT,15,1530746815967,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 20198, ""action"": ""FinishInstructions"", ""template"": ""instruct3.html""}"
debugWEA6M0:debugLLGMUT,16,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""sometimes"", ""question"": ""healthyPoisonous""}"
debugWEA6M0:debugLLGMUT,17,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""red"", ""question"": ""poison""}"
debugWEA6M0:debugLLGMUT,18,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""green"", ""question"": ""health""}"
debugWEA6M0:debugLLGMUT,19,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""equal"", ""question"": ""typeProp""}"
debugWEA6M0:debugLLGMUT,20,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""noInfo"", ""question"": ""avoidInfo""}"
debugWEA6M0:debugLLGMUT,21,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""unequal"", ""question"": ""frequency""}"
debugWEA6M0:debugLLGMUT,22,1530746848648,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""auto"", ""question"": ""SL_lng_from""}"
debugWEA6M0:debugLLGMUT,23,1530746848648,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""en"", ""question"": ""SL_lng_to""}"
debugWEA6M0:debugLLGMUT,24,1530746851589,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct1.html"", ""instruct2-fullinfo.html"", ""instruct3.html""], ""action"": ""Begin""}"
debugWEA6M0:debugLLGMUT,25,1530746864967,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 13376, ""action"": ""NextPage"", ""template"": ""instruct1.html""}"
debugWEA6M0:debugLLGMUT,26,1530746891318,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 26350, ""action"": ""NextPage"", ""template"": ""instruct2-fullinfo.html""}"
debugWEA6M0:debugLLGMUT,27,1530746892855,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 1533, ""action"": ""FinishInstructions"", ""template"": ""instruct3.html""}"
debugWEA6M0:debugLLGMUT,28,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""sometimes"", ""question"": ""healthyPoisonous""}"
debugWEA6M0:debugLLGMUT,29,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""red"", ""question"": ""poison""}"
debugWEA6M0:debugLLGMUT,30,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""green"", ""question"": ""health""}"
debugWEA6M0:debugLLGMUT,31,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""equal"", ""question"": ""typeProp""}"
debugWEA6M0:debugLLGMUT,32,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""healthInfo"", ""question"": ""avoidInfo""}"
debugWEA6M0:debugLLGMUT,33,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""unequal"", ""question"": ""frequency""}"
debugWEA6M0:debugLLGMUT,34,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""auto"", ""question"": ""SL_lng_from""}"
debugWEA6M0:debugLLGMUT,35,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""en"", ""question"": ""SL_lng_to""}"
